gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,comparison_type,first_rule,first_mode,second_rule,second_mode,scenario,N_catalogues,same_decision,difference_direction,correct_first_only,correct_second_only,correct_difference,wrong_first_only,wrong_second_only,wrong_difference,indeterminate_first_only,indeterminate_second_only,indeterminate_difference
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,full34,uniform_white,1000,997,first_minus_second,3,0,0.0030000000000000027,0,1,-0.001,0,2,-0.002
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,full34,sparse_floor,1000,998,first_minus_second,2,0,0.0020000000000000018,0,0,0.0,0,2,-0.002
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,36,first_minus_second,964,0,0.964,0,0,0.0,0,964,-0.964
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,41,first_minus_second,959,0,0.959,0,0,0.0,0,959,-0.959
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,41,first_minus_second,959,0,0.959,0,1,-0.001,0,958,-0.958
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,full34,uniform_white,1000,997,first_minus_second,3,0,0.0030000000000000027,0,0,0.0,0,3,-0.003
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,full34,sparse_floor,1000,998,first_minus_second,2,0,0.0020000000000000018,0,0,0.0,0,2,-0.002
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,28,first_minus_second,972,0,0.972,0,0,0.0,0,972,-0.972
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,33,first_minus_second,967,0,0.967,0,0,0.0,0,967,-0.967
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,covariates_only66,sparse_floor,1000,15,first_minus_second,985,0,0.985,0,0,0.0,0,985,-0.985
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,information,envelope,full66,envelope,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,full66,baseline,full66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,full66,baseline,full66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,full66,baseline,full66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,full34,baseline,full34,uniform_white,1000,999,first_minus_second,0,0,0.0,0,1,-0.001,1,0,0.001
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,full34,baseline,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,full34,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,covariates_only66,baseline,covariates_only66,uniform_white,1000,992,first_minus_second,0,8,-0.007999999999999997,0,0,0.0,8,0,0.008000000000000007
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,covariates_only66,baseline,covariates_only66,clustered_correlated,1000,992,first_minus_second,0,8,-0.008,0,0,0.0,8,0,0.008000000000000007
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,covariates_only66,baseline,covariates_only66,sparse_floor,1000,973,first_minus_second,0,26,-0.026000000000000002,0,1,-0.001,27,0,0.027000000000000024
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,conditional66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,conditional66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,40,fitted_grid,fitted_prior,14,326014001,calibration,envelope,conditional66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,no_diagnostics66,sparse_floor,1000,999,first_minus_second,0,1,-0.0010000000000000009,0,0,0.0,1,0,0.001
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,full34,uniform_white,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,full34,sparse_floor,1000,997,first_minus_second,2,1,0.0010000000000000009,0,0,0.0,1,2,-0.001
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,36,first_minus_second,964,0,0.964,0,0,0.0,0,964,-0.964
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,42,first_minus_second,958,0,0.958,0,0,0.0,0,958,-0.958
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,50,first_minus_second,950,0,0.95,0,0,0.0,0,950,-0.95
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,full34,uniform_white,1000,997,first_minus_second,3,0,0.0030000000000000027,0,0,0.0,0,3,-0.003
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,full34,sparse_floor,1000,998,first_minus_second,2,0,0.0020000000000000018,0,0,0.0,0,2,-0.002
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,26,first_minus_second,974,0,0.974,0,0,0.0,0,974,-0.974
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,29,first_minus_second,971,0,0.971,0,0,0.0,0,971,-0.971
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,covariates_only66,sparse_floor,1000,20,first_minus_second,980,0,0.98,0,0,0.0,0,980,-0.98
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,information,envelope,full66,envelope,conditional66,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,full66,baseline,full66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,full66,baseline,full66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,full66,baseline,full66,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,full34,baseline,full34,uniform_white,1000,998,first_minus_second,0,2,-0.0020000000000000018,0,0,0.0,2,0,0.002
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,full34,baseline,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,full34,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,covariates_only66,baseline,covariates_only66,uniform_white,1000,990,first_minus_second,0,10,-0.009999999999999998,0,0,0.0,10,0,0.010000000000000009
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,covariates_only66,baseline,covariates_only66,clustered_correlated,1000,987,first_minus_second,0,13,-0.013000000000000001,0,0,0.0,13,0,0.013000000000000012
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,covariates_only66,baseline,covariates_only66,sparse_floor,1000,971,first_minus_second,0,29,-0.029,0,0,0.0,29,0,0.029000000000000026
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,conditional66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,conditional66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,80,fitted_grid,fitted_prior,15,326015001,calibration,envelope,conditional66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,full34,uniform_white,1000,998,first_minus_second,2,0,0.0020000000000000018,0,0,0.0,0,2,-0.002
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,38,first_minus_second,962,0,0.962,0,0,0.0,0,962,-0.962
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,42,first_minus_second,958,0,0.958,0,0,0.0,0,958,-0.958
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,42,first_minus_second,958,0,0.958,0,2,-0.002,0,956,-0.956
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,conditional66,uniform_white,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,full34,uniform_white,1000,998,first_minus_second,2,0,0.0020000000000000018,0,0,0.0,0,2,-0.002
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,covariates_only66,uniform_white,1000,32,first_minus_second,968,0,0.968,0,0,0.0,0,968,-0.968
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,covariates_only66,clustered_correlated,1000,32,first_minus_second,968,0,0.968,0,0,0.0,0,968,-0.968
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,covariates_only66,sparse_floor,1000,20,first_minus_second,980,0,0.98,0,1,-0.001,0,979,-0.979
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,conditional66,uniform_white,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,information,envelope,full66,envelope,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,full66,baseline,full66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,full66,baseline,full66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,full66,baseline,full66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,no_diagnostics66,baseline,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,full34,baseline,full34,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,full34,baseline,full34,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,full34,baseline,full34,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,covariates_only66,baseline,covariates_only66,uniform_white,1000,994,first_minus_second,0,6,-0.005999999999999998,0,0,0.0,6,0,0.006000000000000005
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,covariates_only66,baseline,covariates_only66,clustered_correlated,1000,990,first_minus_second,0,10,-0.010000000000000002,0,0,0.0,10,0,0.010000000000000009
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,covariates_only66,baseline,covariates_only66,sparse_floor,1000,977,first_minus_second,0,22,-0.022000000000000002,0,1,-0.001,23,0,0.02300000000000002
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,conditional66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,conditional66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,60,fitted_grid,outside_inner_prior,16,326016001,calibration,envelope,conditional66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,no_diagnostics66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,full34,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,full34,clustered_correlated,1000,998,first_minus_second,2,0,0.0020000000000000018,0,0,0.0,0,2,-0.002
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,full34,sparse_floor,1000,999,first_minus_second,1,0,0.0010000000000000009,0,0,0.0,0,1,-0.001
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,covariates_only66,uniform_white,1000,31,first_minus_second,969,0,0.969,0,0,0.0,0,969,-0.969
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,covariates_only66,clustered_correlated,1000,40,first_minus_second,960,0,0.96,0,0,0.0,0,960,-0.96
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,covariates_only66,sparse_floor,1000,38,first_minus_second,962,0,0.962,0,0,0.0,0,962,-0.962
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,conditional66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,conditional66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,baseline,full66,baseline,conditional66,sparse_floor,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,envelope,full66,envelope,no_diagnostics66,uniform_white,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
Newton,0,test,2,1.3,0.075,,160,fitted_grid,outside_inner_prior,17,326017001,information,envelope,full66,envelope,no_diagnostics66,clustered_correlated,1000,1000,first_minus_second,0,0,0.0,0,0,0.0,0,0,0.0
