gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,rule,mode,scenario,N_catalogues,N_parent,correct,wrong,indeterminate,both_retained,both_rejected,true_retained,raw_fitting_empty_fraction_mean,near_best_true_mean,near_best_other_mean,correct_rate,correct_wilson_lo,correct_wilson_hi,wrong_rate,wrong_wilson_lo,wrong_wilson_hi,indeterminate_rate,indeterminate_wilson_lo,indeterminate_wilson_hi,true_retained_rate,true_retained_wilson_lo,true_retained_wilson_hi,classification_count_pass,retention_count_pass,overall_count_pass,classification_confidence_pass,retention_confidence_pass,overall_confidence_pass,evaluation_family
QUMOND,1,test,2,1.3,0.3,,80,fitted_grid,fitted_prior,23,326123001,envelope,covariates_only66,sparse_floor,1000,1000,3,0,997,997,0,1000,0.0,13.162,14.287,0.003,0.0010207838811386186,0.008783014053503173,0.0,2.168404344971009e-19,0.0038267584855551234,0.997,0.9912169859464969,0.9989792161188614,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.3,0.3,,60,fitted_grid,outside_inner_prior,24,326124001,baseline,covariates_only66,uniform_white,1000,1000,9,1,990,989,1,998,0.0,13.102,14.533,0.009,0.004742060667477063,0.01701581616533807,0.001,0.00017654637062607809,0.0056425585979579355,0.99,0.9816905311296853,0.9945592455544707,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,60,fitted_grid,outside_inner_prior,24,326124001,baseline,covariates_only66,clustered_correlated,1000,1000,10,2,988,987,1,997,0.0,13.101,14.563,0.01,0.005440754445529249,0.018309468870314774,0.002,0.000548643588120728,0.007262807863492177,0.988,0.9791427315245017,0.9931223521935965,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,60,fitted_grid,outside_inner_prior,24,326124001,baseline,covariates_only66,sparse_floor,1000,1000,19,2,979,979,0,998,0.0,13.086,14.554,0.019,0.012196885750790904,0.02948445591231312,0.002,0.000548643588120728,0.007262807863492177,0.979,0.9681097049387625,0.9862242604320758,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,60,fitted_grid,outside_inner_prior,24,326124001,envelope,covariates_only66,uniform_white,1000,1000,2,1,997,996,1,998,0.0,13.102,14.533,0.002,0.000548643588120728,0.007262807863492177,0.001,0.00017654637062607809,0.0056425585979579355,0.997,0.9912169859464969,0.9989792161188614,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,60,fitted_grid,outside_inner_prior,24,326124001,envelope,covariates_only66,clustered_correlated,1000,1000,2,1,997,997,0,999,0.0,13.101,14.563,0.002,0.000548643588120728,0.007262807863492177,0.001,0.00017654637062607809,0.0056425585979579355,0.997,0.9912169859464969,0.9989792161188614,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,60,fitted_grid,outside_inner_prior,24,326124001,envelope,covariates_only66,sparse_floor,1000,1000,1,1,998,998,0,999,0.0,13.086,14.554,0.001,0.00017654637062607809,0.0056425585979579355,0.001,0.00017654637062607809,0.0056425585979579355,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,160,fitted_grid,outside_inner_prior,25,326125001,baseline,covariates_only66,uniform_white,1000,1000,6,1,993,993,0,999,0.0,13.088,14.192,0.006,0.0027526691418763745,0.01302816824185209,0.001,0.00017654637062607809,0.0056425585979579355,0.993,0.9856216845342334,0.9966051315990092,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,160,fitted_grid,outside_inner_prior,25,326125001,baseline,covariates_only66,clustered_correlated,1000,1000,8,3,989,989,0,997,0.0,13.092,14.163,0.008,0.004059195818806103,0.015706334530980144,0.003,0.0010207838811386186,0.008783014053503173,0.989,0.9804106042992137,0.9938468259019134,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,160,fitted_grid,outside_inner_prior,25,326125001,baseline,covariates_only66,sparse_floor,1000,1000,12,1,987,987,0,999,0.0,13.088,14.229,0.012,0.006877647806403522,0.02085726847549828,0.001,0.00017654637062607809,0.0056425585979579355,0.987,0.9778855576244203,0.9923871796106489,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,160,fitted_grid,outside_inner_prior,25,326125001,envelope,covariates_only66,uniform_white,1000,1000,0,0,1000,1000,0,1000,0.0,13.088,14.192,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,160,fitted_grid,outside_inner_prior,25,326125001,envelope,covariates_only66,clustered_correlated,1000,1000,2,2,996,996,0,998,0.0,13.092,14.163,0.002,0.000548643588120728,0.007262807863492177,0.002,0.000548643588120728,0.007262807863492177,0.996,0.9897604437227377,0.9984434118595916,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.3,0.3,,160,fitted_grid,outside_inner_prior,25,326125001,envelope,covariates_only66,sparse_floor,1000,1000,2,0,998,998,0,1000,0.0,13.088,14.229,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,1.0,0.996173241514445,1.0,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.0,,,fitted_grid,pure,26,326126001,baseline,covariates_only66,uniform_white,1000,1000,19,1,980,978,2,997,0.0,13.04,14.157,0.019,0.012196885750790904,0.02948445591231312,0.001,0.00017654637062607809,0.0056425585979579355,0.98,0.9693099947702822,0.987016317083585,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.0,,,fitted_grid,pure,26,326126001,baseline,covariates_only66,clustered_correlated,1000,1000,16,2,982,978,4,994,0.0,13.031,14.098,0.016,0.009872242002277388,0.02583206021173997,0.002,0.000548643588120728,0.007262807863492177,0.982,0.9717267448294926,0.9885842599904322,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.0,,,fitted_grid,pure,26,326126001,baseline,covariates_only66,sparse_floor,1000,1000,35,2,963,961,2,996,0.0,13.039,14.114,0.035,0.02527226301711295,0.04828662237445333,0.002,0.000548643588120728,0.007262807863492177,0.963,0.9494176025179306,0.9730388191244452,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.0,,,fitted_grid,pure,26,326126001,envelope,covariates_only66,uniform_white,1000,1000,4,1,995,993,2,997,0.0,13.04,14.157,0.004,0.0015565881404084308,0.010239556277262253,0.001,0.00017654637062607809,0.0056425585979579355,0.995,0.9883490446266249,0.9978624644726756,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.0,,,fitted_grid,pure,26,326126001,envelope,covariates_only66,clustered_correlated,1000,1000,4,3,993,992,1,996,0.0,13.031,14.098,0.004,0.0015565881404084308,0.010239556277262253,0.003,0.0010207838811386186,0.008783014053503173,0.993,0.9856216845342334,0.9966051315990092,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.0,,,fitted_grid,pure,26,326126001,envelope,covariates_only66,sparse_floor,1000,1000,4,1,995,993,2,997,0.0,13.039,14.114,0.004,0.0015565881404084308,0.010239556277262253,0.001,0.00017654637062607809,0.0056425585979579355,0.995,0.9883490446266249,0.9978624644726756,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,40,fitted_grid,fitted_prior,27,326127001,baseline,covariates_only66,uniform_white,1000,1000,24,2,974,974,0,998,0.0,13.049,14.25,0.024,0.016180168466636995,0.03546290561161149,0.002,0.000548643588120728,0.007262807863492177,0.974,0.9621761711573101,0.9821960617983837,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,40,fitted_grid,fitted_prior,27,326127001,baseline,covariates_only66,clustered_correlated,1000,1000,20,2,978,976,2,996,0.0,13.062,14.224,0.02,0.012983682916415136,0.030690005229717786,0.002,0.000548643588120728,0.007262807863492177,0.978,0.9669143266526004,0.985427292235209,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,40,fitted_grid,fitted_prior,27,326127001,baseline,covariates_only66,sparse_floor,1000,1000,44,1,955,953,2,997,0.0,13.069,14.292,0.044,0.0329382145884185,0.058551789150407776,0.001,0.00017654637062607809,0.0056425585979579355,0.955,0.9403171620637766,0.9662004877143683,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,40,fitted_grid,fitted_prior,27,326127001,envelope,covariates_only66,uniform_white,1000,1000,1,1,998,998,0,999,0.0,13.049,14.25,0.001,0.00017654637062607809,0.0056425585979579355,0.001,0.00017654637062607809,0.0056425585979579355,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,40,fitted_grid,fitted_prior,27,326127001,envelope,covariates_only66,clustered_correlated,1000,1000,3,1,996,996,0,999,0.0,13.062,14.224,0.003,0.0010207838811386186,0.008783014053503173,0.001,0.00017654637062607809,0.0056425585979579355,0.996,0.9897604437227377,0.9984434118595916,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,40,fitted_grid,fitted_prior,27,326127001,envelope,covariates_only66,sparse_floor,1000,1000,4,1,995,993,2,997,0.0,13.069,14.292,0.004,0.0015565881404084308,0.010239556277262253,0.001,0.00017654637062607809,0.0056425585979579355,0.995,0.9883490446266249,0.9978624644726756,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,80,fitted_grid,fitted_prior,28,326128001,baseline,covariates_only66,uniform_white,1000,1000,26,1,973,973,0,999,0.0,13.003,14.22,0.026,0.017803938201616326,0.03782382884268993,0.001,0.00017654637062607809,0.0056425585979579355,0.973,0.9610012692469598,0.9813786172257051,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,80,fitted_grid,fitted_prior,28,326128001,baseline,covariates_only66,clustered_correlated,1000,1000,22,0,978,977,1,999,0.0,13.004,14.139,0.022,0.014572707764791058,0.03308567334739963,0.0,2.168404344971009e-19,0.0038267584855551234,0.978,0.9669143266526004,0.985427292235209,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,80,fitted_grid,fitted_prior,28,326128001,baseline,covariates_only66,sparse_floor,1000,1000,55,1,944,943,1,998,0.0,12.996,14.191,0.055,0.04249742737476844,0.07090838767737563,0.001,0.00017654637062607809,0.0056425585979579355,0.944,0.927976651850269,0.9566251866145581,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,80,fitted_grid,fitted_prior,28,326128001,envelope,covariates_only66,uniform_white,1000,1000,0,0,1000,1000,0,1000,0.0,13.003,14.22,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,80,fitted_grid,fitted_prior,28,326128001,envelope,covariates_only66,clustered_correlated,1000,1000,2,0,998,998,0,1000,0.0,13.004,14.139,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,1.0,0.996173241514445,1.0,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,80,fitted_grid,fitted_prior,28,326128001,envelope,covariates_only66,sparse_floor,1000,1000,2,0,998,997,1,999,0.0,12.996,14.191,0.002,0.000548643588120728,0.007262807863492177,0.0,2.168404344971009e-19,0.0038267584855551234,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.075,,60,fitted_grid,outside_inner_prior,29,326129001,baseline,covariates_only66,uniform_white,1000,1000,16,2,982,982,0,998,0.0,13.091,13.88,0.016,0.009872242002277388,0.02583206021173997,0.002,0.000548643588120728,0.007262807863492177,0.982,0.9717267448294926,0.9885842599904322,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,60,fitted_grid,outside_inner_prior,29,326129001,baseline,covariates_only66,clustered_correlated,1000,1000,24,3,973,973,0,997,0.0,13.093,13.876,0.024,0.016180168466636995,0.03546290561161149,0.003,0.0010207838811386186,0.008783014053503173,0.973,0.9610012692469598,0.9813786172257051,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,60,fitted_grid,outside_inner_prior,29,326129001,baseline,covariates_only66,sparse_floor,1000,1000,32,2,966,965,1,997,0.0,13.107,13.856,0.032,0.022757107858710962,0.04482473808376865,0.002,0.000548643588120728,0.007262807863492177,0.966,0.9528648097546889,0.9755686513367737,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,60,fitted_grid,outside_inner_prior,29,326129001,envelope,covariates_only66,uniform_white,1000,1000,0,1,999,999,0,999,0.0,13.091,13.88,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,60,fitted_grid,outside_inner_prior,29,326129001,envelope,covariates_only66,clustered_correlated,1000,1000,0,1,999,999,0,999,0.0,13.093,13.876,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,60,fitted_grid,outside_inner_prior,29,326129001,envelope,covariates_only66,sparse_floor,1000,1000,1,1,998,997,1,998,0.0,13.107,13.856,0.001,0.00017654637062607809,0.0056425585979579355,0.001,0.00017654637062607809,0.0056425585979579355,0.998,0.9927371921365079,0.9994513564118793,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,160,fitted_grid,outside_inner_prior,30,326130001,baseline,covariates_only66,uniform_white,1000,1000,17,8,975,975,0,992,0.0,13.019,14.15,0.017,0.010640689856816328,0.027055958840229925,0.008,0.004059195818806103,0.015706334530980144,0.975,0.9633547107321566,0.9830098687065659,0.992,0.9842936654690199,0.995940804181194,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,160,fitted_grid,outside_inner_prior,30,326130001,baseline,covariates_only66,clustered_correlated,1000,1000,10,6,984,984,0,994,0.0,13.017,14.12,0.01,0.005440754445529249,0.018309468870314774,0.006,0.0027526691418763745,0.01302816824185209,0.984,0.97416793978826,0.9901277579977227,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,160,fitted_grid,outside_inner_prior,30,326130001,baseline,covariates_only66,sparse_floor,1000,1000,29,9,962,962,0,991,0.0,13.013,14.083,0.029,0.02026644815669875,0.04133835833669418,0.009,0.004742060667477063,0.01701581616533807,0.962,0.9482730796686497,0.9721909954906974,0.991,0.982984183834662,0.9952579393325229,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,160,fitted_grid,outside_inner_prior,30,326130001,envelope,covariates_only66,uniform_white,1000,1000,1,5,994,994,0,995,0.0,13.019,14.15,0.001,0.00017654637062607809,0.0056425585979579355,0.005,0.0021375355273244596,0.011650955373375113,0.994,0.9869718317581478,0.9972473308581237,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,160,fitted_grid,outside_inner_prior,30,326130001,envelope,covariates_only66,clustered_correlated,1000,1000,0,6,994,994,0,994,0.0,13.017,14.12,0.0,2.168404344971009e-19,0.0038267584855551234,0.006,0.0027526691418763745,0.01302816824185209,0.994,0.9869718317581478,0.9972473308581237,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.075,,160,fitted_grid,outside_inner_prior,30,326130001,envelope,covariates_only66,sparse_floor,1000,1000,1,6,993,993,0,994,0.0,13.013,14.083,0.001,0.00017654637062607809,0.0056425585979579355,0.006,0.0027526691418763745,0.01302816824185209,0.993,0.9856216845342334,0.9966051315990092,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,baseline,covariates_only66,uniform_white,1000,1000,22,5,973,973,0,995,0.0,13.108,14.084,0.022,0.014572707764791058,0.03308567334739963,0.005,0.0021375355273244596,0.011650955373375113,0.973,0.9610012692469598,0.9813786172257051,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,baseline,covariates_only66,clustered_correlated,1000,1000,25,5,970,970,0,995,0.0,13.095,14.075,0.025,0.016990131293434067,0.0366452892678433,0.005,0.0021375355273244596,0.011650955373375113,0.97,0.9574965858524128,0.9789062611711653,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,baseline,covariates_only66,sparse_floor,1000,1000,45,4,951,951,0,996,0.0,13.101,14.058,0.045,0.03379951228563171,0.059682837936223455,0.004,0.0015565881404084308,0.010239556277262253,0.951,0.9358092984933898,0.9627389653526394,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,baseline,conditional66,uniform_white,1000,1000,949,1,50,50,0,999,0.00035999999999999997,1.868,1.206,0.949,0.9335645136552383,0.9609990572247332,0.001,0.00017654637062607809,0.0056425585979579355,0.05,0.03813026239274882,0.06531382024425081,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,envelope,covariates_only66,uniform_white,1000,1000,0,5,995,995,0,995,0.0,13.108,14.084,0.0,2.168404344971009e-19,0.0038267584855551234,0.005,0.0021375355273244596,0.011650955373375113,0.995,0.9883490446266249,0.9978624644726756,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,envelope,covariates_only66,clustered_correlated,1000,1000,0,5,995,995,0,995,0.0,13.095,14.075,0.0,2.168404344971009e-19,0.0038267584855551234,0.005,0.0021375355273244596,0.011650955373375113,0.995,0.9883490446266249,0.9978624644726756,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,envelope,covariates_only66,sparse_floor,1000,1000,0,4,996,996,0,996,0.0,13.101,14.058,0.0,2.168404344971009e-19,0.0038267584855551234,0.004,0.0015565881404084308,0.010239556277262253,0.996,0.9897604437227377,0.9984434118595916,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,40,fitted_grid,fitted_prior,31,326131001,envelope,conditional66,uniform_white,1000,1000,949,1,50,50,0,999,0.00035999999999999997,1.868,1.206,0.949,0.9335645136552383,0.9609990572247332,0.001,0.00017654637062607809,0.0056425585979579355,0.05,0.03813026239274882,0.06531382024425081,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,80,fitted_grid,fitted_prior,32,326132001,baseline,covariates_only66,uniform_white,1000,1000,16,1,983,982,1,998,0.0,13.003,14.114,0.016,0.009872242002277388,0.02583206021173997,0.001,0.00017654637062607809,0.0056425585979579355,0.983,0.9729440411597701,0.9893593101431837,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,80,fitted_grid,fitted_prior,32,326132001,baseline,covariates_only66,clustered_correlated,1000,1000,23,2,975,974,1,997,0.0,13.008,14.075,0.023,0.015374276932992918,0.03427645066222667,0.002,0.000548643588120728,0.007262807863492177,0.975,0.9633547107321566,0.9830098687065659,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,80,fitted_grid,fitted_prior,32,326132001,baseline,covariates_only66,sparse_floor,1000,1000,38,2,960,960,0,998,0.0,13.011,14.144,0.038,0.02780900450930263,0.05172692033135032,0.002,0.000548643588120728,0.007262807863492177,0.96,0.945990355878742,0.9704890263145473,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,80,fitted_grid,fitted_prior,32,326132001,envelope,covariates_only66,uniform_white,1000,1000,0,1,999,998,1,998,0.0,13.003,14.114,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,80,fitted_grid,fitted_prior,32,326132001,envelope,covariates_only66,clustered_correlated,1000,1000,1,1,998,997,1,998,0.0,13.008,14.075,0.001,0.00017654637062607809,0.0056425585979579355,0.001,0.00017654637062607809,0.0056425585979579355,0.998,0.9927371921365079,0.9994513564118793,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,80,fitted_grid,fitted_prior,32,326132001,envelope,covariates_only66,sparse_floor,1000,1000,2,1,997,997,0,999,0.0,13.011,14.144,0.002,0.000548643588120728,0.007262807863492177,0.001,0.00017654637062607809,0.0056425585979579355,0.997,0.9912169859464969,0.9989792161188614,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,fitted_family
QUMOND,1,test,2,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,326133001,baseline,covariates_only66,uniform_white,1000,1000,15,2,983,983,0,998,0.0,13.06,14.011,0.015,0.009110978804081668,0.024600976926906798,0.002,0.000548643588120728,0.007262807863492177,0.983,0.9729440411597701,0.9893593101431837,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,326133001,baseline,covariates_only66,clustered_correlated,1000,1000,13,1,986,986,0,999,0.0,13.054,13.98,0.013,0.0076128203893510256,0.022114442375579666,0.001,0.00017654637062607809,0.0056425585979579355,0.986,0.9766379658824644,0.9916424248695761,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,326133001,baseline,covariates_only66,sparse_floor,1000,1000,29,2,969,969,0,998,0.0,13.055,13.998,0.029,0.02026644815669875,0.04133835833669418,0.002,0.000548643588120728,0.007262807863492177,0.969,0.9563345039877078,0.9780759965528414,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,326133001,envelope,covariates_only66,uniform_white,1000,1000,0,2,998,998,0,998,0.0,13.06,14.011,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,0.998,0.9927371921365079,0.9994513564118793,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,326133001,envelope,covariates_only66,clustered_correlated,1000,1000,0,1,999,999,0,999,0.0,13.054,13.98,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,60,fitted_grid,outside_inner_prior,33,326133001,envelope,covariates_only66,sparse_floor,1000,1000,1,1,998,998,0,999,0.0,13.055,13.998,0.001,0.00017654637062607809,0.0056425585979579355,0.001,0.00017654637062607809,0.0056425585979579355,0.998,0.9927371921365079,0.9994513564118793,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,326134001,baseline,covariates_only66,uniform_white,1000,1000,16,2,982,979,3,995,0.0,13.015,14.026,0.016,0.009872242002277388,0.02583206021173997,0.002,0.000548643588120728,0.007262807863492177,0.982,0.9717267448294926,0.9885842599904322,0.995,0.9883490446266249,0.9978624644726756,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,326134001,baseline,covariates_only66,clustered_correlated,1000,1000,16,2,982,980,2,996,0.0,13.013,14.052,0.016,0.009872242002277388,0.02583206021173997,0.002,0.000548643588120728,0.007262807863492177,0.982,0.9717267448294926,0.9885842599904322,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,326134001,baseline,covariates_only66,sparse_floor,1000,1000,29,5,966,965,1,994,0.0,13.011,14.025,0.029,0.02026644815669875,0.04133835833669418,0.005,0.0021375355273244596,0.011650955373375113,0.966,0.9528648097546889,0.9755686513367737,0.994,0.9869718317581478,0.9972473308581237,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,326134001,envelope,covariates_only66,uniform_white,1000,1000,2,2,996,994,2,996,0.0,13.015,14.026,0.002,0.000548643588120728,0.007262807863492177,0.002,0.000548643588120728,0.007262807863492177,0.996,0.9897604437227377,0.9984434118595916,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_inner_prior
QUMOND,1,test,2,1.6,0.225,,160,fitted_grid,outside_inner_prior,34,326134001,envelope,covariates_only66,clustered_correlated,1000,1000,0,2,998,996,2,996,0.0,13.013,14.052,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,0.998,0.9927371921365079,0.9994513564118793,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False,outside_inner_prior
